Name,CAM,LCAM,NHD,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,ObjInst,StimSent,StimRecv,StimSelf,ClassifInst,MsgSent,MsgRecv,MsgSelf,Diags
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.cargo.Leg,0.15151516,0.8484849,0.7292929,7,11,10,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,3,7,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.cargo.RouteSpecification,0.18055555,0.8194444,0.6875,4,9,8,0,5,0,0,0,0,1,1,0,4,0,0,0,1,1,1,1,2,11,5,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.cargo.TrackingId,0.21428572,0.78571427,0.6349206,2,7,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,27,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.CannotCreateHandlingEventException,0.5,0.5,0,1,2,2,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.HandlingEvent,0.15,0.85,0.7351648,9,14,13,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,14,8,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.HandlingEventFactory,0.33333334,0.6666666,0.44444442,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,10,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.HandlingHistory,0.17857143,0.82142854,0.6666666,3,7,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.UnknownCargoException,0.5,0.5,0,2,2,2,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.UnknownLocationException,0.5,0.5,0,2,2,2,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.handling.UnknownVoyageException,0.5,0.5,0,2,2,2,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.location.Location,0.19642857,0.80357146,0.6581633,5,8,8,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,10,25,2,35,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.location.SampleLocations,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.location.UnLocode,0.21428572,0.78571427,0.6349206,3,7,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,18,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.voyage.CarrierMovement,0.1904762,0.8095238,0.67460316,7,9,8,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.voyage.SampleVoyages,0.4,0.6,0.3333333,16,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,5,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.voyage.Schedule,0.22222222,0.7777778,0.6,3,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.voyage.Builder,0.3888889,0.6111111,0.3333333,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.voyage.Voyage,0.171875,0.828125,0.68303573,5,8,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,19,2,14,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.model.voyage.VoyageNumber,0.21428572,0.78571427,0.6349206,2,7,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,13,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.shared.AbstractSpecification,0.41666666,0.5833334,0.5,0,4,4,0,1,0,0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.shared.AndSpecification,0.5,0.5,0,2,2,2,0,1,0,0,0,0,1,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.shared.DomainObjectUtils,0.5,0.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.shared.NotSpecification,0.5,0.5,0,1,2,2,0,1,0,0,0,0,1,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.domain.shared.OrSpecification,0.5,0.5,0,2,2,2,0,1,0,0,0,0,1,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.logging.LoggerProducer,0.6666667,0.3333333,0.3333333,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.messaging.jms.CargoHandledConsumer,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.messaging.jms.DeliveredCargoConsumer,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.messaging.jms.HandlingEventRegistrationAttemptConsumer,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.messaging.jms.JmsApplicationEvents,0.5,0.5,0.5833334,8,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.messaging.jms.MisdirectedCargoConsumer,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.messaging.jms.RejectedRegistrationAttemptsConsumer,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaCargoRepository,0.375,0.625,0.4166667,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaHandlingEventRepository,0.5,0.5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaLocationRepository,0.5,0.5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaVoyageRepository,0.5,0.5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.infrastructure.routing.ExternalRoutingService,0.25,0.75,0.5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.Coordinates,0.6666667,0.3333333,0.6666666,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.CoordinatesFactory,0.375,0.625,0.5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.FacesConfiguration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.dto.CargoRoute,0.21296297,0.787037,0.7875817,11,18,18,0,17,0,0,0,0,0,0,0,0,0,0,0,2,2,5,4,3,7,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.dto.CargoStatus,0.34375,0.65625,0.61607146,7,8,8,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.dto.Leg,0.3181818,0.6818182,0.8636364,6,11,11,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.dto.Location,0.625,0.375,0.75,3,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,0,6,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.dto.RouteCandidate,0.44444445,0.5555556,0.3333333,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.dto.TrackingEvents,0.5,0.5,0.44444442,3,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.internal.DefaultBookingServiceFacade,0.19,0.81,0.7311111,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,9,0,3,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.internal.assembler.CargoRouteDtoAssembler,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.internal.assembler.CargoStatusDtoAssembler,0.5625,0.4375,0.625,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,5,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.internal.assembler.ItineraryCandidateDtoAssembler,0.44444445,0.5555556,0.3333333,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,7,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.internal.assembler.LocationDtoAssembler,0.5,0.5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.facade.internal.assembler.TrackingEventsDtoAssembler,0.44,0.56,0.6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.sse.LocationViewAdapter,0.3125,0.6875,0.4583333,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.sse.RealtimeCargoTrackingService,0.4,0.6,0.55,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.sse.RealtimeCargoTrackingViewAdapter,0.22,0.78,0.6488889,3,10,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.Booking,0.19791667,0.8020833,0.71805555,13,16,16,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.CargoDetails,0.41666666,0.5833334,0.3888889,3,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.ChangeArrivalDeadline,0.32142857,0.67857146,0.54761904,5,7,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.ChangeArrivalDeadlineDialog,0.5555556,0.44444442,0.5555556,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.ChangeDestination,0.30555555,0.6944444,0.5694444,6,9,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.ChangeDestinationDialog,0.5555556,0.44444442,0.5555556,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.ItinerarySelection,0.25714287,0.7428571,0.5809524,5,7,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.ListCargo,0.5,0.5,0.5,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.booking.web.Track,0.33333334,0.6666666,0.5333333,5,6,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.HandlingEventRegistrationAttempt,0.23214285,0.76785713,0.60714287,7,8,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,6,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.EventFilesCheckpoint,0.35,0.65,0.45,4,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.EventItemReader,0.375,0.625,0.4166667,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.EventItemWriter,0.6666667,0.3333333,0.3333333,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.EventLineParseException,0.6666667,0.3333333,0.5555556,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.FileProcessorJobListener,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.LineParseExceptionListener,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.file.UploadDirectoryScanner,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.mobile.EventLogger,0.16875,0.83125,0.75592107,14,20,19,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.rest.HandlingReport,0.75,0.25,0.7222222,5,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.handling.rest.HandlingReportService,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.tracking.web.HandlingEventViewAdapter,0.3125,0.6875,0.4583333,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.tracking.web.CargoTrackingViewAdapter,0.15966387,0.84033614,0.802521,2,17,17,0,16,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,4,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.cargotracker.interfaces.tracking.web.Track,0.4,0.6,0.46666664,6,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.pathfinder.api.GraphTraversalService,0.25,0.75,0.5,5,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.pathfinder.api.TransitEdge,0.3653846,0.6346154,0.5769231,6,13,13,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.pathfinder.api.TransitPath,0.3,0.7,0.55,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EA Model.Starter Class Diagram.org.eclipse.pathfinder.internal.GraphDao,0.5,0.5,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
